0x80000120:lui    t3,0x23232          t3=0x23232000
0x80000124:addi   t3,t3,0x323         t3=0x23232000+0x00000323=0x23232323
0x80000128:lui    t4,0x24242          t4=0x24242000
0x8000012c:addi   t4,t4,0x424         t4=0x24242000+0x00000424=0x24242424
0x80000130:lui    t5,0x25252          t5=0x25252000
0x80000134:addi   t5,t5,0x525         t5=0x25252000+0x00000525=0x25252525
0x80000138:lui    t6,0x26262          t6=0x26262000
0x8000013c:addi   t6,t6,0x626         t6=0x26262000+0x00000626=0x26262626
0x80000140:lui    s0,0x44444          s0=0x44444000
0x80000144:addi   s0,s0,0x444         s0=0x44444000+0x00000444=0x44444444
0x80000148:lui    s1,0x55555          s1=0x55555000
0x8000014c:addi   s1,s1,0x555         s1=0x55555000+0x00000555=0x55555555
0x80000150:lui    s2,0x66666          s2=0x66666000
0x80000154:addi   s2,s2,0x666         s2=0x66666000+0x00000666=0x66666666
0x80000158:lui    s3,0x77777          s3=0x77777000
0x8000015c:addi   s3,s3,0x777         s3=0x77777000+0x00000777=0x77777777
0x80000160:lui    s4,0x88889          s4=0x88889000
0x80000164:addi   s4,s4,0x888         s4=0x88889000+0xfffff888=0x88888888
0x80000168:lui    s5,0x9999a          s5=0x9999a000
0x8000016c:addi   s5,s5,0x999         s5=0x9999a000+0xfffff999=0x99999999
0x80000170:lui    s6,0xaaaab          s6=0xaaaab000
0x80000174:addi   s6,s6,0xaaa         s6=0xaaaab000+0xfffffaaa=0xaaaaaaaa
0x80000178:lui    s7,0xbbbbc          s7=0xbbbbc000
0x8000017c:addi   s7,s7,0xbbb         s7=0xbbbbc000+0xfffffbbb=0xbbbbbbbb
0x80000180:lui    s8,0xccccd          s8=0xccccd000
0x80000184:addi   s8,s8,0xccc         s8=0xccccd000+0xfffffccc=0xcccccccc
0x80000188:lui    s9,0xdddde          s9=0xdddde000
0x8000018c:addi   s9,s9,0xddd         s9=0xdddde000+0xfffffddd=0xdddddddd
0x80000190:lui    s10,0xeeeef          s10=0xeeeef000
0x80000194:addi   s10,s10,0xeee         s10=0xeeeef000+0xfffffeee=0xeeeeeeee
0x80000198:addi   s11,zero,0xfff         s11=0x00000000+0xffffffff=0xffffffff
0x8000019c:jalr   zero,ra,0x000     pc=0x800006c0+0x00000000,zero=0x800001a0
0x800006c0:jal    ra,0xffd70          pc=0x800001a0,ra=0x800006c4
0x800001a0:beq    sp,ra,0x000         (0x80007ff0==0x800006c4)=0->pc=0x800001a4
0x800001a4:beq    zero,gp,0x000         (0x00000000==0x01010101)=0->pc=0x800001a8
0x800001a8:beq    tp,t6,0x000         (0x10101010==0x26262626)=0->pc=0x800001ac
0x800001ac:beq    s11,a6,0x000         (0xffffffff==0xa6a6a6a6)=0->pc=0x800001b0
0x800001b0:beq    s7,s7,0x002         (0xbbbbbbbb==0xbbbbbbbb)=1->pc=0x800001b4
0x800001b4:bne    zero,zero,0x000       (0x00000000!=0x00000000)=0->pc=0x800001b8
0x800001b8:bne    gp,gp,0x000       (0x01010101!=0x01010101)=0->pc=0x800001bc
0x800001bc:bne    tp,tp,0x000       (0x10101010!=0x10101010)=0->pc=0x800001c0
0x800001c0:bne    a2,a2,0x000       (0xa2a2a2a2!=0xa2a2a2a2)=0->pc=0x800001c4
0x800001c4:bne    a5,s10,0xf26       (0xa5a5a5a5!=0xeeeeeeee)=1->pc=0x800001c8
0x800001c8:blt    s0,t6,0x000         (0x44444444<0x26262626)=0->pc=0x800001cc
0x800001cc:blt    tp,a7,0x000         (0x10101010<0xa7a7a7a7)=0->pc=0x800001d0
0x800001d0:blt    s9,s9,0x000         (0xdddddddd<0xdddddddd)=0->pc=0x800001d4
0x800001d4:blt    s11,a0,0x000         (0xffffffff<0xa0a0a0a0)=0->pc=0x800001d8
0x800001d8:blt    s4,gp,0x002         (0x88888888<0x01010101)=1->pc=0x800001dc
0x800001dc:bge    s8,t1,0x000        (0xcccccccc>=0x21212121)=0->pc=0x800001e0
0x800001e0:bge    t3,t5,0x000        (0x23232323>=0x25252525)=0->pc=0x800001e4
0x800001e4:bge    a3,t1,0x000        (0xa3a3a3a3>=0x21212121)=0->pc=0x800001e8
0x800001e8:bge    gp,tp,0x000        (0x01010101>=0x10101010)=0->pc=0x800001ec
0x800001ec:bge    s3,s11,0x002        (0x77777777>=0xffffffff)=1->pc=0x800001f0
0x800001f0:bltu   s11,s10,0x000       (0xffffffff<0xeeeeeeee)=0->pc=0x800001f4
0x800001f4:bltu   s3,t5,0x000       (0x77777777<0x25252525)=0->pc=0x800001f8
0x800001f8:bltu   a4,t4,0x000       (0xa4a4a4a4<0x24242424)=0->pc=0x800001fc
0x800001fc:bltu   tp,tp,0x000       (0x10101010<0x10101010)=0->pc=0x80000200
0x80000200:bltu   s11,zero,0x002       (0xffffffff<0x00000000)=0->pc=0x80000204
0x80000204:bgeu   s10,s11,0x000       (0xeeeeeeee>=0xffffffff)=0->pc=0x80000208
0x80000208:bgeu   t4,s4,0x000       (0x24242424>=0x88888888)=0->pc=0x8000020c
0x8000020c:bgeu   a3,a4,0x000       (0xa3a3a3a3>=0xa4a4a4a4)=0->pc=0x80000210
0x80000210:bgeu   gp,a5,0x000       (0x01010101>=0xa5a5a5a5)=0->pc=0x80000214
0x80000214:bgeu   s11,s2,0x002       (0xffffffff>=0x66666666)=1->pc=0x80000218
0x80000218:jalr   zero,ra,0x000     pc=0x800006c4+0x00000000,zero=0x8000021c
0x800006c4:jal    ra,0xffdac          pc=0x8000021c,ra=0x800006c8
0x8000021c:slli   t0,ra,30            t0=0x800006c8<<30=0x00000000
0x80000220:slli   t1,a1,24        t1=0xa1a1a1a1<<24=0xa1000000
0x80000224:slli   t2,s2,20        t2=0x66666666<<20=0x66600000
0x80000228:slli   t3,t5,16        t3=0x25252525<<16=0x25250000
0x8000022c:slli   zero,s11,30        zero=0xffffffff<<30=0xc0000000
0x80000230:beq    zero,s11,0x000         (0x00000000==0xffffffff)=0->pc=0x80000234
0x80000234:slti   t3,t0,0x007   t3=(0x00000000<0x00000007)=1
0x80000238:slti   t4,s11,0xfff   t4=(0xffffffff<0xffffffff)=0
0x8000023c:slti   t5,s3,0x700   t5=(0x77777777<0x00000700)=0
0x80000240:slti   t6,s4,0xfff   t6=(0x88888888<0xffffffff)=1
0x80000244:slti   zero,gp,0x4d2   zero=(0x01010101<0x000004d2)=0
0x80000248:beq    t3,t4,0x000         (0x00000001==0x00000000)=0->pc=0x8000024c
0x8000024c:beq    t5,t6,0x000         (0x00000000==0x00000001)=0->pc=0x80000250
0x80000250:sltiu  t0,s11,0xfff        t0=(0xffffffff<0xffffffff)=0
0x80000254:sltiu  t1,s3,0xc00        t1=(0x77777777<0xfffffc00)=1
0x80000258:sltiu  t2,gp,0xfff        t2=(0x01010101<0xffffffff)=1
0x8000025c:sltiu  t3,tp,0x5aa        t3=(0x10101010<0x000005aa)=0
0x80000260:sltiu  zero,ra,0x000        zero=(0x800006c8<0x00000000)=0
0x80000264:beq    t0,t1,0x000         (0x00000000==0x00000001)=0->pc=0x80000268
0x80000268:beq    t2,t3,0x000         (0x00000001==0x00000000)=0->pc=0x8000026c
0x8000026c:srli   zero,ra,15   zero=0x800006c8>>15=0x00010000
0x80000270:srli   zero,gp,16   zero=0x01010101>>16=0x00000101
0x80000274:srli   zero,sp,7   zero=0x80007ff0>>7=0x010000ff
0x80000278:srli   zero,tp,8   zero=0x10101010>>8=0x00101010
0x8000027c:srli   s11,s11,30   s11=0xffffffff>>30=0x00000003
0x80000280:beq    t0,s11,0x000         (0x00000000==0x00000003)=0->pc=0x80000284
0x80000284:srai   s10,s10,31   s10=0xeeeeeeee>>>31=0xffffffff
0x80000288:srai   t0,s9,31   t0=0xdddddddd>>>31=0xffffffff
0x8000028c:srai   zero,s7,7   zero=0xbbbbbbbb>>>7=0xff777777
0x80000290:srai   zero,a4,8   zero=0xa4a4a4a4>>>8=0xffa4a4a4
0x80000294:srai   zero,t5,15   zero=0x00000000>>>15=0x00000000
0x80000298:bne    t0,s10,0x000       (0xffffffff!=0xffffffff)=0->pc=0x8000029c
0x8000029c:sll    t6,s9,t6            t6=0xdddddddd<<1=0xbbbbbbba
0x800002a0:sll    t5,a4,s0            t5=0xa4a4a4a4<<4=0x4a4a4a40
0x800002a4:sll    t4,t6,a6            t4=0xbbbbbbba<<6=0xeeeeee80
0x800002a8:sll    t3,a0,a1            t3=0xa0a0a0a0<<1=0x41414140
0x800002ac:sll    zero,s8,zero            zero=0xcccccccc<<0=0xcccccccc
0x800002b0:bge    t4,t5,0x000        (0xeeeeee80>=0x4a4a4a40)=0->pc=0x800002b4
0x800002b4:slt    t0,a0,s0            t0=(0xa0a0a0a0<0x44444444)=1
0x800002b8:slt    t1,s1,a7            t1=(0x55555555<0xa7a7a7a7)=0
0x800002bc:slt    t2,s10,gp            t2=(0xffffffff<0x01010101)=1
0x800002c0:slt    t3,tp,s8            t3=(0x10101010<0xcccccccc)=0
0x800002c4:slt    t4,ra,a5            t4=(0x800006c8<0xa5a5a5a5)=1
0x800002c8:slt    t5,zero,a3            t5=(0x00000000<0xa3a3a3a3)=0
0x800002cc:slt    t6,t6,s11            t6=(0xbbbbbbba<0x00000003)=1
0x800002d0:bltu   t0,t1,0x000       (0x00000001<0x00000000)=0->pc=0x800002d4
0x800002d4:bgeu   t1,t2,0x000       (0x00000000>=0x00000001)=0->pc=0x800002d8
0x800002d8:sltu   t0,a0,s0            t0=(0xa0a0a0a0<0x44444444)=0
0x800002dc:sltu   t1,s1,a7            t1=(0x55555555<0xa7a7a7a7)=1
0x800002e0:sltu   t2,s10,gp            t2=(0xffffffff<0x01010101)=0
0x800002e4:sltu   t3,tp,s8            t3=(0x10101010<0xcccccccc)=1
0x800002e8:sltu   t4,a5,ra            t4=(0xa5a5a5a5<0x800006c8)=0
0x800002ec:sltu   t5,zero,a3            t5=(0x00000000<0xa3a3a3a3)=1
0x800002f0:sltu   t6,s1,t6            t6=(0x55555555<0x00000000)=0
0x800002f4:blt    t1,t0,0x000         (0x00000001<0x00000000)=0->pc=0x800002f8
0x800002f8:bge    t2,t3,0x000        (0x00000000>=0x00000001)=0->pc=0x800002fc
0x800002fc:srl    t6,a4,s4            t6=0xa4a4a4a4>>8=0x00a4a4a4
0x80000300:srl    t5,s4,a4            t5=0x88888888>>4=0x08888888
0x80000304:srl    t4,ra,sp            t4=0x800006c8>>16=0x00008000
0x80000308:srl    t3,sp,ra            t3=0x80007ff0>>8=0x0080007f
0x8000030c:srl    t2,gp,tp            t2=0x01010101>>16=0x00000101
0x80000310:srl    t1,tp,gp            t1=0x10101010>>1=0x08080808
0x80000314:srl    t0,s11,s0            t0=0x00000003>>4=0x00000000
0x80000318:beq    t3,t4,0x000         (0x0080007f==0x00008000)=0->pc=0x8000031c
0x8000031c:bge    t0,t1,0x000        (0x00000000>=0x08080808)=0->pc=0x80000320
0x80000320:sra    t0,a5,t1            t0=0xa5a5a5a5>>>8=0xffa5a5a5
0x80000324:sra    t1,s5,t2            t1=0x99999999>>>1=0xcccccccc
0x80000328:sra    t2,t5,t3            t2=0x08888888>>>31=0x00000000
0x8000032c:sra    t3,s11,t4            t3=0x00000003>>>0=0x00000003
0x80000330:sra    t4,s9,t5            t4=0xdddddddd>>>8=0xffdddddd
0x80000334:sra    t5,sp,t6            t5=0x80007ff0>>>4=0xf80007ff
0x80000338:sra    t6,gp,t0            t6=0x01010101>>>5=0x00080808
0x8000033c:bltu   t4,t3,0x000       (0xffdddddd<0x00000003)=0->pc=0x80000340
0x80000340:bge    t1,t0,0x000        (0xcccccccc>=0xffa5a5a5)=0->pc=0x80000344
0x80000344:jalr   zero,ra,0x000     pc=0x800006c8+0x00000000,zero=0x80000348
0x800006c8:jal    ra,0xffe40          pc=0x80000348,ra=0x800006cc
0x80000348:addi   t0,s11,0xfff         t0=0x00000003+0xffffffff=0x00000002
0x8000034c:addi   t1,t1,0x000         t1=0xcccccccc+0x00000000=0xcccccccc
0x80000350:addi   t2,a5,0x080         t2=0xa5a5a5a5+0x00000080=0xa5a5a625
0x80000354:addi   t3,s5,0x0ff         t3=0x99999999+0x000000ff=0x99999a98
0x80000358:addi   t4,t5,0x3ff         t4=0xf80007ff+0x000003ff=0xf8000bfe
0x8000035c:addi   t5,t1,0x400         t5=0xcccccccc+0x00000400=0xccccd0cc
0x80000360:addi   t6,a1,0x800         t6=0xa1a1a1a1+0xfffff800=0xa1a199a1
0x80000364:blt    t1,t6,0x000         (0xcccccccc<0xa1a199a1)=0->pc=0x80000368
0x80000368:xori   t6,t5,0xfff   t6=0xccccd0cc^0xffffffff=0x33332f33
0x8000036c:xori   t5,t6,0x001   t5=0x33332f33^0x00000001=0x33332f32
0x80000370:xori   t4,s10,0x7ff   t4=0xffffffff^0x000007ff=0xfffff800
0x80000374:xori   t3,a3,0x003   t3=0xa3a3a3a3^0x00000003=0xa3a3a3a0
0x80000378:xori   t2,a1,0x800   t2=0xa1a1a1a1^0xfffff800=0x5e5e59a1
0x8000037c:xori   t1,s8,0x7bc   t1=0xcccccccc^0x000007bc=0xcccccb70
0x80000380:xori   t0,t0,0x000   t0=0x00000002^0x00000000=0x00000002
0x80000384:bge    t5,t6,0x000        (0x33332f32>=0x33332f33)=0->pc=0x80000388
0x80000388:ori   t4,s9,0xfff         t4=0xdddddddd|0xffffffff=0xffffffff
0x8000038c:ori   t3,a7,0xfff         t3=0xa7a7a7a7|0xffffffff=0xffffffff
0x80000390:ori   t6,gp,0xfff         t6=0x01010101|0xffffffff=0xffffffff
0x80000394:ori   t5,tp,0xfff         t5=0x10101010|0xffffffff=0xffffffff
0x80000398:ori   t0,ra,0xfff         t0=0x800006cc|0xffffffff=0xffffffff
0x8000039c:ori   t2,sp,0xfff         t2=0x80007ff0|0xffffffff=0xffffffff
0x800003a0:ori   t1,zero,0xfff         t1=0x00000000|0xffffffff=0xffffffff
0x800003a4:bne    t0,t1,0x000       (0xffffffff!=0xffffffff)=0->pc=0x800003a8
0x800003a8:andi   t2,t3,0xfff         t2=0xffffffff&0xffffffff=0xffffffff
0x800003ac:andi   t5,t6,0x001         t5=0xffffffff&0x00000001=0x00000001
0x800003b0:andi   t4,t4,0x002         t4=0xffffffff&0x00000002=0x00000002
0x800003b4:andi   t0,s0,0x004         t0=0x44444444&0x00000004=0x00000004
0x800003b8:andi   t3,s1,0x3ff         t3=0x55555555&0x000003ff=0x00000155
0x800003bc:andi   t1,s2,0x7ff         t1=0x66666666&0x000007ff=0x00000666
0x800003c0:bltu   t2,t5,0x000       (0xffffffff<0x00000001)=0->pc=0x800003c4
0x800003c4:add    t0,ra,sp     t0=0x800006cc+0x80007ff0=0x000086bc
0x800003c8:add    t1,gp,zero     t1=0x01010101+0x00000000=0x01010101
0x800003cc:add    t2,t2,s0     t2=0xffffffff+0x44444444=0x44444443
0x800003d0:add    t3,s11,a5     t3=0x00000003+0xa5a5a5a5=0xa5a5a5a8
0x800003d4:add    t4,a7,s1     t4=0xa7a7a7a7+0x55555555=0xfcfcfcfc
0x800003d8:add    t5,gp,t5     t5=0x01010101+0x00000001=0x01010102
0x800003dc:add    t6,tp,s10     t6=0x10101010+0xffffffff=0x1010100f
0x800003e0:bgeu   t5,t6,0x000       (0x01010102>=0x1010100f)=0->pc=0x800003e4
0x800003e4:sub    t0,t1,t2     t0=0x01010101-0x44444443=0xbcbcbcbe
0x800003e8:sub    t1,a1,s1     t1=0xa1a1a1a1-0x55555555=0x4c4c4c4c
0x800003ec:sub    t2,s9,s11     t2=0xdddddddd-0x00000003=0xddddddda
0x800003f0:sub    t3,a7,a0     t3=0xa7a7a7a7-0xa0a0a0a0=0x07070707
0x800003f4:sub    t4,gp,sp     t4=0x01010101-0x80007ff0=0x81008111
0x800003f8:sub    t5,tp,ra     t5=0x10101010-0x800006cc=0x90100944
0x800003fc:sub    t6,a5,zero     t6=0xa5a5a5a5-0x00000000=0xa5a5a5a5
0x80000400:blt    t5,t4,0x000         (0x90100944<0x81008111)=0->pc=0x80000404
0x80000404:xor    t0,s8,a3            t0=0xcccccccc^0xa3a3a3a3=0x6f6f6f6f
0x80000408:xor    t1,a5,gp            t1=0xa5a5a5a5^0x01010101=0xa4a4a4a4
0x8000040c:xor    t2,ra,sp            t2=0x800006cc^0x80007ff0=0x0000793c
0x80000410:xor    t3,s9,s0            t3=0xdddddddd^0x44444444=0x99999999
0x80000414:xor    t4,s1,a7            t4=0x55555555^0xa7a7a7a7=0xf2f2f2f2
0x80000418:xor    t5,gp,zero            t5=0x01010101^0x00000000=0x01010101
0x8000041c:xor    t6,s2,s7            t6=0x66666666^0xbbbbbbbb=0xdddddddd
0x80000420:bge    t3,t6,0x000        (0x99999999>=0xdddddddd)=0->pc=0x80000424
0x80000424:or     t6,zero,a5          t6=0x00000000|0xa5a5a5a5=0xa5a5a5a5
0x80000428:or     t5,a2,sp          t5=0xa2a2a2a2|0x80007ff0=0xa2a2fff2
0x8000042c:or     t4,sp,tp          t4=0x80007ff0|0x10101010=0x90107ff0
0x80000430:or     t3,gp,s3          t3=0x01010101|0x77777777=0x77777777
0x80000434:or     t2,s6,a6          t2=0xaaaaaaaa|0xa6a6a6a6=0xaeaeaeae
0x80000438:or     t1,zero,s11          t1=0x00000000|0x00000003=0x00000003
0x8000043c:or     t0,a4,a7          t0=0xa4a4a4a4|0xa7a7a7a7=0xa7a7a7a7
0x80000440:beq    t3,t0,0x000         (0x77777777==0xa7a7a7a7)=0->pc=0x80000444
0x80000444:and    t0,s6,a5    t0=0xaaaaaaaa&0xa5a5a5a5=0xa0a0a0a0
0x80000448:and    t1,a3,zero    t1=0xa3a3a3a3&0x00000000=0x00000000
0x8000044c:and    t2,sp,ra    t2=0x80007ff0&0x800006cc=0x800006c0
0x80000450:and    t3,s8,a7    t3=0xcccccccc&0xa7a7a7a7=0x84848484
0x80000454:and    t4,s0,a3    t4=0x44444444&0xa3a3a3a3=0x00000000
0x80000458:and    t5,tp,gp    t5=0x10101010&0x01010101=0x00000000
0x8000045c:and    t6,s1,s11    t6=0x55555555&0x00000003=0x00000001
0x80000460:bgeu   t1,t6,0x000       (0x00000000>=0x00000001)=0->pc=0x80000464
0x80000464:jalr   zero,ra,0x000     pc=0x800006cc+0x00000000,zero=0x80000468
0x800006cc:jal    ra,0xffece          pc=0x80000468,ra=0x800006d0
0x80000468:auipc  gp,0x00000          gp=0x80000468+0x00000000=0x80000468
0x8000046c:addi   gp,gp,0x27c         gp=0x80000468+0x0000027c=0x800006e4
0x80000470:lb     t0,0x18f(gp)        t0=mem[0x80000873]=0xffffffaa
0x80000474:lb     t1,0x18e(gp)        t1=mem[0x80000872]=0xffffffbb
0x80000478:lb     t2,0x18d(gp)        t2=mem[0x80000871]=0xffffffcc
0x8000047c:lb     t3,0x18c(gp)        t3=mem[0x80000870]=0xffffffdd
0x80000480:lb     t4,0x18b(gp)        t4=mem[0x8000086f]=0xffffffaa
0x80000484:lb     t5,0x18a(gp)        t5=mem[0x8000086e]=0xffffffbb
0x80000488:lb     t6,0x189(gp)        t6=mem[0x8000086d]=0xffffffcc
0x8000048c:beq    t0,t6,0x000         (0xffffffaa==0xffffffcc)=0->pc=0x80000490
0x80000490:lh     t0,0x18e(gp)        t0=mem[0x80000872]=0xffffaabb
0x80000494:lh     t1,0x18d(gp)        t1=mem[0x80000871]=0xffffbbcc
0x80000498:lh     t2,0x18c(gp)        t2=mem[0x80000870]=0xffffccdd
0x8000049c:lh     t3,0x18b(gp)        t3=mem[0x8000086f]=0xffffddaa
0x800004a0:lh     t4,0x18a(gp)        t4=mem[0x8000086e]=0xffffaabb
0x800004a4:lh     t5,0x17f(gp)        t5=mem[0x80000863]=0xffffddaa
0x800004a8:lh     t6,0x17e(gp)        t6=mem[0x80000862]=0xffffaabb
0x800004ac:beq    t5,t6,0x000         (0xffffddaa==0xffffaabb)=0->pc=0x800004b0
0x800004b0:lw     t0,0xfff(sp)        t0=mem[0x80007fef]=0x0000b000
0x800004b4:lw     t1,0xffe(gp)        t1=mem[0x800006e2]=0xccdd0000
0x800004b8:lw     t2,0xffd(gp)        t2=mem[0x800006e1]=0xdd000080
0x800004bc:lw     t3,0x000(ra)        t3=mem[0x800006d0]=0xed5ff0ef
0x800004c0:lw     t4,0x001(gp)        t4=mem[0x800006e5]=0xddaabbcc
0x800004c4:lw     t5,0x002(gp)        t5=mem[0x800006e6]=0xccddaabb
0x800004c8:lw     t6,0x003(gp)        t6=mem[0x800006e7]=0xbbccddaa
0x800004cc:lbu    t0,0x12b(gp)        t0=mem[0x8000080f]=0x000000aa
0x800004d0:lbu    t1,0x12a(gp)        t1=mem[0x8000080e]=0x000000bb
0x800004d4:lbu    t2,0x129(gp)        t2=mem[0x8000080d]=0x000000cc
0x800004d8:lbu    t3,0x128(gp)        t3=mem[0x8000080c]=0x000000dd
0x800004dc:lbu    t4,0x127(gp)        t4=mem[0x8000080b]=0x000000aa
0x800004e0:lbu    t5,0x126(gp)        t5=mem[0x8000080a]=0x000000bb
0x800004e4:lbu    t6,0x127(gp)        t6=mem[0x8000080b]=0x000000aa
0x800004e8:bne    t0,t6,0x000       (0x000000aa!=0x000000aa)=0->pc=0x800004ec
0x800004ec:lhu    t0,0x0c6(gp)        t0=mem[0x800007aa]=0x0000aabb
0x800004f0:lhu    t1,0x0c5(gp)        t1=mem[0x800007a9]=0x0000bbcc
0x800004f4:lhu    t2,0x0c4(gp)        t2=mem[0x800007a8]=0x0000ccdd
0x800004f8:lhu    t3,0x0c3(gp)        t3=mem[0x800007a7]=0x0000ddaa
0x800004fc:lhu    t4,0x0c2(gp)        t4=mem[0x800007a6]=0x0000aabb
0x80000500:lhu    t5,0x0c0(gp)        t5=mem[0x800007a4]=0x0000ccdd
0x80000504:lh     t6,0x3ed(gp)        t6=mem[0x80000ad1]=0x00000000
0x80000508:beq    t3,t4,0x000         (0x0000ddaa==0x0000aabb)=0->pc=0x8000050c
0x8000050c:lb     t0,0x000(gp)        t0=mem[0x800006e4]=0xffffffdd
0x80000510:sb     t0,0x007(gp)      mem[0x800006eb]=0xdd
0x80000514:lb     t1,0x001(gp)        t1=mem[0x800006e5]=0xffffffcc
0x80000518:sb     t1,0x006(gp)      mem[0x800006ea]=0xcc
0x8000051c:lb     t2,0x002(gp)        t2=mem[0x800006e6]=0xffffffbb
0x80000520:sb     t2,0x005(gp)      mem[0x800006e9]=0xbb
0x80000524:lb     t3,0x003(gp)        t3=mem[0x800006e7]=0xffffffaa
0x80000528:sb     t3,0x004(gp)      mem[0x800006e8]=0xaa
0x8000052c:lw     t4,0x004(gp)        t4=mem[0x800006e8]=0xddccbbaa
0x80000530:bge    t4,t3,0x000        (0xddccbbaa>=0xffffffaa)=0->pc=0x80000534
0x80000534:lhu    t5,0x06f(gp)        t5=mem[0x80000753]=0x0000ddaa
0x80000538:sh     t5,0x06f(gp)      mem[0x80000753]=0xddaa
0x8000053c:lhu    t6,0x0de(gp)        t6=mem[0x800007c2]=0x0000aabb
0x80000540:sh     t6,0x0de(gp)      mem[0x800007c2]=0xaabb
0x80000544:lw     t0,0x14d(gp)        t0=mem[0x80000831]=0xddaabbcc
0x80000548:lw     t1,0x1bc(gp)        t1=mem[0x800008a0]=0x00000000
0x8000054c:beq    t0,t1,0x000         (0xddaabbcc==0x00000000)=0->pc=0x80000550
0x80000550:lw     t0,0x22b(gp)        t0=mem[0x8000090f]=0x00000000
0x80000554:sw     t0,0x22b(gp)      mem[0x8000090f]=0x00000000
0x80000558:lw     t1,0x29a(gp)        t1=mem[0x8000097e]=0x00000000
0x8000055c:sw     t1,0x29a(gp)      mem[0x8000097e]=0x00000000
0x80000560:lw     t2,0x309(gp)        t2=mem[0x800009ed]=0x00000000
0x80000564:sw     t2,0x309(gp)      mem[0x800009ed]=0x00000000
0x80000568:bltu   t2,t1,0x000       (0x00000000<0x00000000)=0->pc=0x8000056c
0x8000056c:addi   t0,gp,0x004         t0=0x800006e4+0x00000004=0x800006e8
0x80000570:addi   t1,zero,0x18c         t1=0x00000000+0x0000018c=0x0000018c
0x80000574:add    t1,t1,gp     t1=0x0000018c+0x800006e4=0x80000870
0x80000578:lb     t2,0x002(t0)        t2=mem[0x800006ea]=0xffffffcc
0x8000057c:lh     t3,0x003(t0)        t3=mem[0x800006eb]=0xffffdddd
0x80000580:lw     t3,0x004(t0)        t3=mem[0x800006ec]=0xaabbccdd
0x80000584:lbu    t4,0x005(t0)        t4=mem[0x800006ed]=0x000000cc
